long_name,frases,embedding_index
bruno zuculini,bruno zuculini pertenece al club river plate,458
bruno zuculini,bruno zuculini juega con la camiseta número 5,459
gabriel agustin hauche,"gabriel agustin hauche juega como extremo derecho, extremo izquierdo en racing club",460
gabriel agustin hauche,gabriel agustin hauche nació el 1986-11-27,461
gabriel agustin hauche,Mide 168 cm y pesa 71 kg,462
gabriel agustin hauche,Su pierna hábil es la derecha,463
gabriel agustin hauche,Su posición principal en el club es suplente,464
gabriel agustin hauche,Es de nacionalidad argentina,465
gabriel agustin hauche,Su número en el club es 7,466
gabriel agustin hauche,En la selección juega como no convocado,467
gabriel agustin hauche,gabriel agustin hauche pertenece al club racing club,468
gabriel agustin hauche,gabriel agustin hauche juega con la camiseta número 7,469
leonel jesus vangioni,"leonel jesus vangioni juega como lateral izquierdo, carrilero izquierdo en newell's old boys",470
leonel jesus vangioni,leonel jesus vangioni nació el 1987-05-05,471
leonel jesus vangioni,Mide 181 cm y pesa 68 kg,472
leonel jesus vangioni,Su pierna hábil es la izquierda,473
leonel jesus vangioni,Su posición principal en el club es suplente,474
leonel jesus vangioni,Es de nacionalidad argentina,475
leonel jesus vangioni,Su número en el club es 21,476
leonel jesus vangioni,En la selección juega como no convocado,477
leonel jesus vangioni,leonel jesus vangioni pertenece al club newell's old boys,478
leonel jesus vangioni,leonel jesus vangioni juega con la camiseta número 21,479
juan edgardo ramirez,"juan edgardo ramirez juega como mediocampista central, mediocampista izquierdo en boca juniors",480
juan edgardo ramirez,juan edgardo ramirez nació el 1993-05-25,481
juan edgardo ramirez,Mide 174 cm y pesa 72 kg,482
juan edgardo ramirez,Su pierna hábil es la izquierda,483
juan edgardo ramirez,Su posición principal en el club es suplente,484
juan edgardo ramirez,Es de nacionalidad argentina,485
juan edgardo ramirez,Su número en el club es 20,486
juan edgardo ramirez,En la selección juega como no convocado,487
juan edgardo ramirez,juan edgardo ramirez pertenece al club boca juniors,488
juan edgardo ramirez,juan edgardo ramirez juega con la camiseta número 20,489
leonel ariel miranda,"leonel ariel miranda juega como mediocampista central, mediocampista defensivo en racing club",490
leonel ariel miranda,leonel ariel miranda nació el 1994-01-07,491
leonel ariel miranda,Mide 173 cm y pesa 70 kg,492
leonel ariel miranda,Su pierna hábil es la derecha,493
leonel ariel miranda,Su posición principal en el club es mediocentro derecho,494
leonel ariel miranda,Es de nacionalidad argentina,495
leonel ariel miranda,Su número en el club es 19,496
leonel ariel miranda,En la selección juega como no convocado,497
leonel ariel miranda,leonel ariel miranda pertenece al club racing club,498
leonel ariel miranda,leonel ariel miranda juega con la camiseta número 19,499
fernando zuqui,"fernando zuqui juega como mediocampista central, mediocampista ofensivo, mediocampista defensivo en estudiantes",500
fernando zuqui,fernando zuqui nació el 1991-11-27,501
fernando zuqui,Mide 173 cm y pesa 66 kg,502
fernando zuqui,Su pierna hábil es la derecha,503
fernando zuqui,Su posición principal en el club es mediocentro derecho,504
fernando zuqui,Es de nacionalidad argentina,505
fernando zuqui,Su número en el club es 8,506
fernando zuqui,En la selección juega como no convocado,507
fernando zuqui,fernando zuqui pertenece al club estudiantes,508
fernando zuqui,fernando zuqui juega con la camiseta número 8,509
guido gabriel herrera,guido gabriel herrera juega como arquero en talleres cordoba,510
guido gabriel herrera,guido gabriel herrera nació el 1992-02-29,511
guido gabriel herrera,Mide 187 cm y pesa 67 kg,512
guido gabriel herrera,Su pierna hábil es la izquierda,513
guido gabriel herrera,Su posición principal en el club es arquero,514
guido gabriel herrera,Es de nacionalidad argentina,515
guido gabriel herrera,Su número en el club es 22,516
guido gabriel herrera,En la selección juega como no convocado,517
guido gabriel herrera,guido gabriel herrera pertenece al club talleres cordoba,518
guido gabriel herrera,guido gabriel herrera juega con la camiseta número 22,519
gonzalo ruben piovi,"gonzalo ruben piovi juega como lateral izquierdo, defensor central, carrilero izquierdo en racing club",520
gonzalo ruben piovi,gonzalo ruben piovi nació el 1994-09-08,521
gonzalo ruben piovi,Mide 180 cm y pesa 72 kg,522
gonzalo ruben piovi,Su pierna hábil es la izquierda,523
gonzalo ruben piovi,Su posición principal en el club es defensor central izquierdo,524
gonzalo ruben piovi,Es de nacionalidad argentina,525
gonzalo ruben piovi,Su número en el club es 33,526
gonzalo ruben piovi,En la selección juega como no convocado,527
gonzalo ruben piovi,gonzalo ruben piovi pertenece al club racing club,528
gonzalo ruben piovi,gonzalo ruben piovi juega con la camiseta número 33,529
walter ariel bou,"walter ariel bou juega como delantero, mediocampista ofensivo, delantero centro en velez sarsfield",530
walter ariel bou,walter ariel bou nació el 1993-08-25,531
walter ariel bou,Mide 174 cm y pesa 74 kg,532
walter ariel bou,Su pierna hábil es la derecha,533
walter ariel bou,Su posición principal en el club es mediocampista ofensivo,534
walter ariel bou,Es de nacionalidad argentina,535
walter ariel bou,Su número en el club es 20,536
walter ariel bou,En la selección juega como no convocado,537
walter ariel bou,walter ariel bou pertenece al club velez sarsfield,538
walter ariel bou,walter ariel bou juega con la camiseta número 20,539
gabriel avalos stumpfs,gabriel avalos stumpfs juega como delantero en argentinos juniors,540
gabriel avalos stumpfs,gabriel avalos stumpfs nació el 1990-10-12,541
gabriel avalos stumpfs,Mide 188 cm y pesa 91 kg,542
gabriel avalos stumpfs,Su pierna hábil es la derecha,543
gabriel avalos stumpfs,Su posición principal en el club es delantero,544
gabriel avalos stumpfs,Es de nacionalidad paraguay,545
gabriel avalos stumpfs,Su número en el club es 9,546
gabriel avalos stumpfs,En la selección juega como no convocado,547
gabriel avalos stumpfs,gabriel avalos stumpfs pertenece al club argentinos juniors,548
gabriel avalos stumpfs,gabriel avalos stumpfs juega con la camiseta número 9,549
diego luis valoyes ruiz,"diego luis valoyes ruiz juega como mediocampista derecho, mediocampista izquierdo, delantero en talleres cordoba",550
diego luis valoyes ruiz,diego luis valoyes ruiz nació el 1996-09-22,551
diego luis valoyes ruiz,Mide 181 cm y pesa 76 kg,552
diego luis valoyes ruiz,Su pierna hábil es la derecha,553
diego luis valoyes ruiz,Su posición principal en el club es mediocampista derecho,554
diego luis valoyes ruiz,Es de nacionalidad colombia,555
diego luis valoyes ruiz,Su número en el club es 7,556
diego luis valoyes ruiz,En la selección juega como no convocado,557
diego luis valoyes ruiz,diego luis valoyes ruiz pertenece al club talleres cordoba,558
diego luis valoyes ruiz,diego luis valoyes ruiz juega con la camiseta número 7,559
david matias barbona,"david matias barbona juega como mediocampista derecho, mediocampista izquierdo en defensa y justicia",560
david matias barbona,david matias barbona nació el 1995-02-22,561
david matias barbona,Mide 179 cm y pesa 69 kg,562
david matias barbona,Su pierna hábil es la derecha,563
david matias barbona,Su posición principal en el club es suplente,564
david matias barbona,Es de nacionalidad argentina,565
david matias barbona,Su número en el club es 7,566
david matias barbona,En la selección juega como no convocado,567
david matias barbona,david matias barbona pertenece al club defensa y justicia,568
david matias barbona,david matias barbona juega con la camiseta número 7,569
alexis castro,"alexis castro juega como mediocampista izquierdo, mediocampista ofensivo, mediocampista central en tigre",570
alexis castro,alexis castro nació el 1994-10-18,571
alexis castro,Mide 183 cm y pesa 71 kg,572
alexis castro,Su pierna hábil es la izquierda,573
alexis castro,Su posición principal en el club es mediocentro izquierdo,574
alexis castro,Es de nacionalidad argentina,575
alexis castro,Su número en el club es 16,576
alexis castro,En la selección juega como no convocado,577
alexis castro,alexis castro pertenece al club tigre,578
alexis castro,alexis castro juega con la camiseta número 16,579
kevin mac allister,"kevin mac allister juega como defensor central, lateral derecho en argentinos juniors",580
kevin mac allister,kevin mac allister nació el 1997-11-07,581
kevin mac allister,Mide 175 cm y pesa 72 kg,582
kevin mac allister,Su pierna hábil es la derecha,583
kevin mac allister,Su posición principal en el club es defensor central derecho,584
kevin mac allister,Es de nacionalidad argentina,585
kevin mac allister,Su número en el club es 4,586
kevin mac allister,En la selección juega como no convocado,587
kevin mac allister,kevin mac allister pertenece al club argentinos juniors,588
kevin mac allister,kevin mac allister juega con la camiseta número 4,589
enzo nahuel copetti,"enzo nahuel copetti juega como delantero, extremo derecho en racing club",590
enzo nahuel copetti,enzo nahuel copetti nació el 1996-01-16,591
enzo nahuel copetti,Mide 180 cm y pesa 88 kg,592
enzo nahuel copetti,Su pierna hábil es la derecha,593
enzo nahuel copetti,Su posición principal en el club es suplente,594
enzo nahuel copetti,Es de nacionalidad argentina,595
enzo nahuel copetti,Su número en el club es 39,596
enzo nahuel copetti,En la selección juega como no convocado,597
enzo nahuel copetti,enzo nahuel copetti pertenece al club racing club,598
enzo nahuel copetti,enzo nahuel copetti juega con la camiseta número 39,599
juan manuel garcia,juan manuel garcia juega como delantero en newell's old boys,600
juan manuel garcia,juan manuel garcia nació el 1992-11-14,601
juan manuel garcia,Mide 183 cm y pesa 82 kg,602
juan manuel garcia,Su pierna hábil es la derecha,603
juan manuel garcia,Su posición principal en el club es delantero,604
juan manuel garcia,Es de nacionalidad argentina,605
juan manuel garcia,Su número en el club es 9,606
juan manuel garcia,En la selección juega como no convocado,607
juan manuel garcia,juan manuel garcia pertenece al club newell's old boys,608
juan manuel garcia,juan manuel garcia juega con la camiseta número 9,609
hector david martinez,"hector david martinez juega como defensor central, lateral izquierdo en river plate",610
hector david martinez,hector david martinez nació el 1998-01-21,611
hector david martinez,Mide 182 cm y pesa 76 kg,612
hector david martinez,Su pierna hábil es la izquierda,613
hector david martinez,Su posición principal en el club es suplente,614
hector david martinez,Es de nacionalidad paraguay,615
hector david martinez,Su número en el club es 6,616
hector david martinez,En la selección juega como no convocado,617
hector david martinez,hector david martinez pertenece al club river plate,618
hector david martinez,hector david martinez juega con la camiseta número 6,619
sergio damian barreto,sergio damian barreto juega como defensor central en independiente,620
sergio damian barreto,sergio damian barreto nació el 1999-04-24,621
sergio damian barreto,Mide 183 cm y pesa 77 kg,622
sergio damian barreto,Su pierna hábil es la derecha,623
sergio damian barreto,Su posición principal en el club es defensor central derecho,624
sergio damian barreto,Es de nacionalidad argentina,625
sergio damian barreto,Su número en el club es 24,626
sergio damian barreto,En la selección juega como no convocado,627
sergio damian barreto,sergio damian barreto pertenece al club independiente,628
sergio damian barreto,sergio damian barreto juega con la camiseta número 24,629
francisco gabriel ortega,francisco gabriel ortega juega como lateral izquierdo en velez sarsfield,630
francisco gabriel ortega,francisco gabriel ortega nació el 1999-03-19,631
francisco gabriel ortega,Mide 177 cm y pesa 75 kg,632
francisco gabriel ortega,Su pierna hábil es la izquierda,633
francisco gabriel ortega,Su posición principal en el club es lateral izquierdo,634
francisco gabriel ortega,Es de nacionalidad argentina,635
